
---------- Begin Simulation Statistics ----------
simSeconds                                   1.514429                       # Number of seconds simulated (Second)
simTicks                                 1514429097610                       # Number of ticks simulated (Tick)
finalTick                                1514429097610                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  88179.95                       # Real time elapsed on the host (Second)
hostTickRate                                 17174303                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     832056                       # Number of bytes of host memory used (Byte)
simInsts                                   3197277237                       # Number of instructions simulated (Count)
simOps                                     5678810151                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    36259                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                      64400                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           286                       # Clock period in ticks (Tick)
system.cpu.numCycles                       5295206679                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.656161                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.603806                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     11385759603                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      720                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     9934792074                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1880745                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           5706950161                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined       10134639988                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 480                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          5295069292                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.876235                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.837072                       # Number of insts issued each cycle (Count)
system.cpu.icache.overallAccesses::cpu.inst    957944696                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total    957944696                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.000003                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.000003                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.000003                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.000003                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 28884.675208                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 28884.675208                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 28884.675208                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 28884.675208                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          390                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs           11                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      35.454545                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.writebacks::writebacks         2161                       # number of writebacks (Count)
system.cpu.icache.writebacks::total              2161                       # number of writebacks (Count)
system.cpu.icache.demandMshrHits::cpu.inst          559                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total           559                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst          559                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total          559                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst         2680                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total         2680                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst         2680                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total         2680                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst     76153505                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total     76153505                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst     76153505                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total     76153505                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000003                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000003                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000003                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000003                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 28415.486940                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 28415.486940                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 28415.486940                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 28415.486940                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   2161                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    957941457                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       957941457                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst         3239                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total          3239                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst     93557463                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total     93557463                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    957944696                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    957944696                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000003                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000003                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 28884.675208                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 28884.675208                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst          559                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total          559                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         2680                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         2680                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst     76153505                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total     76153505                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000003                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000003                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 28415.486940                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 28415.486940                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.prefetcher.demandMshrMisses         2680                       # demands not covered by prefetchs (Count)
system.cpu.icache.prefetcher.pfIssued               0                       # number of hwpf issued (Count)
system.cpu.icache.prefetcher.pfUseful               0                       # number of useful prefetch (Count)
system.cpu.icache.prefetcher.pfUsefulButMiss            0                       # number of hit on prefetch but cache block is not in an usable state (Count)
system.cpu.icache.prefetcher.accuracy             nan                       # accuracy of the prefetcher (Count)
system.cpu.icache.prefetcher.coverage               0                       # coverage brought by this prefetcher (Count)
system.cpu.icache.prefetcher.pfHitInCache            0                       # number of prefetches hitting in cache (Count)
system.cpu.icache.prefetcher.pfHitInMSHR            0                       # number of prefetches hitting in a MSHR (Count)
system.cpu.icache.prefetcher.pfHitInWB              0                       # number of prefetches hit in the Write Buffer (Count)
system.cpu.icache.prefetcher.pfLate                 0                       # number of late prefetches (hitting in cache, MSHR or WB) (Count)
system.cpu.icache.prefetcher.pfIdentified            0                       # number of prefetch candidates identified (Count)
system.cpu.icache.prefetcher.pfBufferHit            0                       # number of redundant prefetches already in prefetch queue (Count)
system.cpu.icache.prefetcher.pfInCache              0                       # number of redundant prefetches already in cache/mshr dropped (Count)
system.cpu.icache.prefetcher.pfRemovedDemand            0                       # number of prefetches dropped due to a demand for the same address (Count)
system.cpu.icache.prefetcher.pfRemovedFull            0                       # number of prefetches dropped due to prefetch queue size (Count)
system.cpu.icache.prefetcher.pfSpanPage             0                       # number of prefetches that crossed the page (Count)
system.cpu.icache.prefetcher.pfUsefulSpanPage            0                       # number of prefetches that is useful and crossed the page (Count)
system.cpu.icache.prefetcher.power_state.pwrStateResidencyTicks::UNDEFINED 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           511.996401                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            957944136                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               2679                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           357575.265398                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               92950                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   511.996401                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999993                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999993                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0          185                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::2            5                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3          124                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          198                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses         7663560247                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses        7663560247                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.dispatchStatus::running     4908659435     92.70%     92.70% # Number of cycles dispatch is running (Cycle)
system.cpu.iew.dispatchStatus::blocked      308483574      5.83%     98.53% # Number of cycles dispatch is blocked (Cycle)
system.cpu.iew.dispatchStatus::squashing     58035682      1.10%     99.62% # Number of cycles dispatch is squashing (Cycle)
system.cpu.iew.dispatchStatus::unblocking     19890601      0.38%    100.00% # Number of cycles dispatch is unblocking (Cycle)
system.cpu.iew.dispatchedInsts            11385760323                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts            295225364                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts               2315173843                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               277358444                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                   325                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                   4907683                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                  6723824                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents         226885                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect       28130120                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect     32589461                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts             60719581                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               9376016303                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              9375993101                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                7435693071                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst               10843044861                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        1.770657                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.685757                       # Average fanout of values written-back ((Count/Count))
system.cpu.interrupts.clk_domain.clock           4576                       # Clock period in ticks (Tick)
system.cpu.lsq0.forwLoads                    48992705                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads              1185501053                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses               464349                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation              226885                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores               96534837                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads               389311                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                  35777                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples         1129672790                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::mean             17.344214                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::stdev            35.044744                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::0-9              780940865     69.13%     69.13% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::10-19             10198780      0.90%     70.03% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::20-29            189641523     16.79%     86.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::30-39             10947023      0.97%     87.79% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::40-49              7408173      0.66%     88.44% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::50-59             96236250      8.52%     96.96% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::60-69              9713802      0.86%     97.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::70-79              3880782      0.34%     98.17% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::80-89              1057325      0.09%     98.26% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::90-99               343779      0.03%     98.29% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::100-109             515283      0.05%     98.34% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::110-119             438542      0.04%     98.38% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::120-129             432375      0.04%     98.41% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::130-139             318514      0.03%     98.44% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::140-149             300866      0.03%     98.47% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::150-159             296542      0.03%     98.49% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::160-169             503048      0.04%     98.54% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::170-179             401047      0.04%     98.57% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::180-189             656329      0.06%     98.63% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::190-199             571852      0.05%     98.68% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::200-209             589502      0.05%     98.74% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::210-219             939869      0.08%     98.82% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::220-229            2134730      0.19%     99.01% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::230-239            1087978      0.10%     99.10% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::240-249            1098128      0.10%     99.20% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::250-259            1810900      0.16%     99.36% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::260-269             715663      0.06%     99.43% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::270-279             774146      0.07%     99.49% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::280-289             611168      0.05%     99.55% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::290-299             847864      0.08%     99.62% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::overflows          4260142      0.38%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::min_value                2                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::max_value             1477                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.loadToUse::total           1129672790                       # Distribution of cycle latency between the first time a load is issued and its completion (Cycle)
system.cpu.lsq0.addedLoadsAndStores        2592532287                       # Number of loads and stores written to the Load Store Queue (Count)
system.cpu.lsq0.lqAvgOccupancy                   0.24                       # Average LQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.lsq0.sqAvgOccupancy                   0.09                       # Average SQ Occupancy (UsedSlots/TotalSlots) (Ratio)
system.cpu.mmu.dtb.rdAccesses              1939436754                       # TLB accesses on read requests (Count)
system.cpu.mmu.dtb.wrAccesses               217206396                       # TLB accesses on write requests (Count)
system.cpu.mmu.dtb.exAccesses                       0                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.dtb.rdMisses                 237580021                       # TLB misses on read requests (Count)
system.cpu.mmu.dtb.wrMisses                   1332327                       # TLB misses on write requests (Count)
system.cpu.mmu.dtb.exMisses                         0                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.mmu.itb.rdAccesses                       0                       # TLB accesses on read requests (Count)
system.cpu.mmu.itb.wrAccesses                       0                       # TLB accesses on write requests (Count)
system.cpu.mmu.itb.exAccesses               957946242                       # TLB accesses on execute (instr) requests (Count)
system.cpu.mmu.itb.rdMisses                         0                       # TLB misses on read requests (Count)
system.cpu.mmu.itb.wrMisses                         0                       # TLB misses on write requests (Count)
system.cpu.mmu.itb.exMisses                      1879                       # TLB misses on execute (instr) requests (Count)
system.cpu.mmu.itb.walker.power_state.pwrStateResidencyTicks::UNDEFINED 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.power_state.pwrStateResidencyTicks::ON 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.rename.status::Running          1196566644     22.60%     22.60% # Number of cycles rename is running (Cycle)
system.cpu.rename.status::Idle              739720180     13.97%     36.57% # Number of cycles rename is idle (Cycle)
system.cpu.rename.status::Squashing          58035682      1.10%     37.66% # Number of cycles rename is squashing (Cycle)
system.cpu.rename.status::Blocked           408163722      7.71%     45.37% # Number of cycles rename is blocking (Cycle)
system.cpu.rename.status::Unblocking       2892578262     54.63%    100.00% # Number of cycles rename is unblocking (Cycle)
system.cpu.rename.status::SerializeStall         4802      0.00%    100.00% # Number of cycles rename stalled for serializing inst (Cycle)
system.cpu.rename.renamedInsts            11941918322                       # Number of instructions processed by rename (Count)
system.cpu.rename.ROBFullEvents               4835244                       # Number of times rename has blocked due to ROB full (Count)
system.cpu.rename.IQFullEvents              593166990                       # Number of times rename has blocked due to IQ full (Count)
system.cpu.rename.SQFullEvents              164515556                       # Number of times rename has blocked due to SQ full (Count)
system.cpu.rename.fullRegistersEvents      2610681649                       # Number of times there has been no free registers (Count)
system.cpu.rename.renamedOperands         22135496085                       # Number of destination operands rename has renamed (Count)
system.cpu.rename.lookups                 43308774551                       # Number of register rename lookups that rename has made (Count)
system.cpu.rename.intLookups              12504685157                       # Number of integer rename lookups (Count)
system.cpu.rename.fpLookups                  48717717                       # Number of floating rename lookups (Count)
system.cpu.rename.committedMaps           10459417637                       # Number of HB maps that are committed (Count)
system.cpu.rename.undoneMaps              11676078395                       # Number of HB maps that are undone due to squashing (Count)
system.cpu.rename.serializing                     174                       # count of serializing insts renamed (Count)
system.cpu.rename.tempSerializing                 152                       # count of temporary serializing insts renamed (Count)
system.cpu.rename.skidInsts                1561199443                       # count of insts added to the skid buffer (Count)
system.cpu.rename.intReturned              3997754172                       # count of registers freed and written back to integer free list (Count)
system.cpu.rename.fpReturned                 23786199                       # count of registers freed and written back to floating point free list (Count)
system.cpu.rob.reads                      16573927198                       # The number of ROB reads (Count)
system.cpu.rob.writes                     22829645421                       # The number of ROB writes (Count)
system.cpu.thread_0.numInsts               3197277237                       # Number of Instructions committed (Count)
system.cpu.thread_0.numOps                 5678810151                       # Number of Ops committed (Count)
system.cpu.thread_0.numMemRefs             1310496396                       # Number of Memory References (Count)
system.cpu.workload.numSyscalls                   219                       # Number of system calls (Count)
system.cpu_clk_domain.clock                       286                       # Clock period in ticks (Tick)
system.cpu_voltage_domain.voltage                   1                       # Voltage in Volts (Volt)
system.l2bus.transDist::ReadResp            437253803                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackDirty      411726300                       # Transaction distribution (Count)
system.l2bus.transDist::WritebackClean           2161                       # Transaction distribution (Count)
system.l2bus.transDist::CleanEvict          423924479                       # Transaction distribution (Count)
system.l2bus.transDist::HardPFReq           378885561                       # Transaction distribution (Count)
system.l2bus.transDist::HardPFResp                  3                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeReq            8028851                       # Transaction distribution (Count)
system.l2bus.transDist::UpgradeResp           8028851                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExReq             6322260                       # Transaction distribution (Count)
system.l2bus.transDist::ReadExResp            6322260                       # Transaction distribution (Count)
system.l2bus.transDist::ReadCleanReq             2680                       # Transaction distribution (Count)
system.l2bus.transDist::ReadSharedReq       437251124                       # Transaction distribution (Count)
system.l2bus.pktCount_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port         7512                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port   1346777345                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktCount::total               1346784857                       # Packet count per connected requestor and responder (Count)
system.l2bus.pktSize_system.cpu.icache.mem_side_port::system.l2cache.cpu_side_port       309248                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize_system.cpu.dcache.mem_side_port::system.l2cache.cpu_side_port  39701332672                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.pktSize::total               39701641920                       # Cumulative packet size per connected requestor and responder (Byte)
system.l2bus.snoops                         770963479                       # Total snoops (Count)
system.l2bus.snoopTraffic                 15037848000                       # Total snoop traffic (Byte)
system.l2bus.snoopFanout::samples          1222574565                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::mean               0.001168                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::stdev              0.034219                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::0                1221148643     99.88%     99.88% # Request fanout histogram (Count)
system.l2bus.snoopFanout::1                   1423473      0.12%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::2                      2449      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l2bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::max_value                 2                       # Request fanout histogram (Count)
system.l2bus.snoopFanout::total            1222574565                       # Request fanout histogram (Count)
system.l2bus.power_state.pwrStateResidencyTicks::UNDEFINED 1514429097610                       # Cumulative time (in ticks) in various power states (Tick)
system.l2bus.reqLayer0.occupancy         367573350952                       # Layer occupancy (ticks) (Tick)
system.l2bus.reqLayer0.utilization                0.2                       # Layer utilization (Ratio)
system.l2bus.respLayer0.occupancy             2302572                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l2bus.respLayer1.occupancy        382882215998                       # Layer occupancy (ticks) (Tick)
system.l2bus.respLayer1.utilization               0.3                       # Layer utilization (Ratio)
system.l2bus.snoopLayer0.occupancy               2574                       # Layer occupancy (ticks) (Tick)
system.l2bus.snoopLayer0.utilization              0.0                       # Layer utilization (Ratio)
system.l2bus.snoop_filter.totRequests       895199827                       # Total number of requests made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleRequests    451609659                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiRequests       360406                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2bus.snoop_filter.totSnoops           1065507                       # Total number of snoops made to the snoop filter. (Count)
system.l2bus.snoop_filter.hitSingleSnoops      1063058                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l2bus.snoop_filter.hitMultiSnoops         2449                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l2cache.demandHits::cpu.inst              1702                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.data         249995435                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::cpu.dcache.prefetcher     14042719                       # number of demand (read+write) hits (Count)
system.l2cache.demandHits::total            264039856                       # number of demand (read+write) hits (Count)
system.l2cache.overallHits::cpu.inst             1702                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.data        249995435                       # number of overall hits (Count)
system.l2cache.overallHits::cpu.dcache.prefetcher     14042719                       # number of overall hits (Count)
system.l2cache.overallHits::total           264039856                       # number of overall hits (Count)
system.l2cache.demandMisses::cpu.inst             970                       # number of demand (read+write) misses (Count)
